,country,time-period,energy-balance,value(GWH)
5718,Albania,2018-12,Distribution losses,132.877
5719,Albania,2019-01,Distribution losses,159.584
5720,Albania,2019-02,Distribution losses,102.554
5721,Albania,2019-03,Distribution losses,105.25
5722,Albania,2019-04,Distribution losses,81.676
5723,Albania,2019-05,Distribution losses,89.547
5724,Albania,2019-06,Distribution losses,79.609
5725,Albania,2019-07,Distribution losses,85.576
5726,Albania,2019-08,Distribution losses,88.833
5727,Albania,2019-09,Distribution losses,64.898
5728,Albania,2019-10,Distribution losses,72.947
5729,Albania,2019-11,Distribution losses,85.591
5730,Albania,2019-12,Distribution losses,130.211
5731,Albania,2020-01,Distribution losses,154.106
5732,Albania,2020-02,Distribution losses,107.391
5733,Albania,2020-03,Distribution losses,122.211
5734,Albania,2020-04,Distribution losses,74.292
5735,Albania,2020-05,Distribution losses,74.016
5736,Albania,2020-06,Distribution losses,70.98
5737,Albania,2020-07,Distribution losses,86.613
5738,Albania,2020-08,Distribution losses,84.697
5739,Albania,2020-09,Distribution losses,64.278
5740,Albania,2020-10,Distribution losses,95.322
5741,Albania,2020-11,Distribution losses,93.788
5742,Albania,2020-12,Distribution losses,105.09
5743,Albania,2021-01,Distribution losses,174.589
5744,Albania,2021-02,Distribution losses,125.006
5745,Albania,2021-03,Distribution losses,142.299
5746,Albania,2021-04,Distribution losses,119.952
5747,Albania,2021-05,Distribution losses,92.636
5748,Albania,2021-06,Distribution losses,82.541
5749,Albania,2021-07,Distribution losses,93.063
5750,Albania,2021-08,Distribution losses,94.561
5751,Albania,2021-09,Distribution losses,65.281
5752,Albania,2021-10,Distribution losses,77.821
5753,Albania,2021-11,Distribution losses,87.461
5754,Albania,2021-12,Distribution losses,142.836
5755,Albania,2022-01,Distribution losses,170.391
5756,Albania,2022-02,Distribution losses,107.613
5757,Albania,2022-03,Distribution losses,129.685
5758,Albania,2022-04,Distribution losses,106.29
5759,Albania,2022-05,Distribution losses,83.995
5760,Austria,2017-01,Distribution losses,353.783
5761,Austria,2017-02,Distribution losses,299.295
5762,Austria,2017-03,Distribution losses,292.74
5763,Austria,2017-04,Distribution losses,264.679
5764,Austria,2017-05,Distribution losses,267.539
5765,Austria,2017-06,Distribution losses,256.611
5766,Austria,2017-07,Distribution losses,262.282
5767,Austria,2017-08,Distribution losses,262.302
5768,Austria,2017-09,Distribution losses,261.367
5769,Austria,2017-10,Distribution losses,290.45
5770,Austria,2017-11,Distribution losses,319.748
5771,Austria,2017-12,Distribution losses,328.23
5772,Austria,2018-01,Distribution losses,330.669
5773,Austria,2018-02,Distribution losses,308.767
5774,Austria,2018-03,Distribution losses,305.764
5775,Austria,2018-04,Distribution losses,245.558
5776,Austria,2018-05,Distribution losses,265.916
5777,Austria,2018-06,Distribution losses,258.173
5778,Austria,2018-07,Distribution losses,247.566
5779,Austria,2018-08,Distribution losses,250.263
5780,Austria,2018-09,Distribution losses,240.16
5781,Austria,2018-10,Distribution losses,274.176
5782,Austria,2018-11,Distribution losses,291.946
5783,Austria,2018-12,Distribution losses,319.681
5784,Austria,2019-01,Distribution losses,348.358
5785,Austria,2019-02,Distribution losses,283.367
5786,Austria,2019-03,Distribution losses,284.266
5787,Austria,2019-04,Distribution losses,251.354
5788,Austria,2019-05,Distribution losses,249.319
5789,Austria,2019-06,Distribution losses,250.82
5790,Austria,2019-07,Distribution losses,265.152
5791,Austria,2019-08,Distribution losses,259.347
5792,Austria,2019-09,Distribution losses,255.126
5793,Austria,2019-10,Distribution losses,279.271
5794,Austria,2019-11,Distribution losses,274.164
5795,Austria,2019-12,Distribution losses,303.811
5796,Austria,2020-01,Distribution losses,330.647
5797,Austria,2020-02,Distribution losses,308.609
5798,Austria,2020-03,Distribution losses,271.83
5799,Austria,2020-04,Distribution losses,226.048
5800,Austria,2020-05,Distribution losses,234.301
5801,Austria,2020-06,Distribution losses,231.328
5802,Austria,2020-07,Distribution losses,247.154
5803,Austria,2020-08,Distribution losses,243.396
5804,Austria,2020-09,Distribution losses,243.877
5805,Austria,2020-10,Distribution losses,268.154
5806,Austria,2020-11,Distribution losses,282.214
5807,Austria,2020-12,Distribution losses,304.265
5808,Austria,2021-01,Distribution losses,314.717
5809,Austria,2021-02,Distribution losses,269.02
5810,Austria,2021-03,Distribution losses,261.502
5811,Austria,2021-04,Distribution losses,236.833
5812,Austria,2021-05,Distribution losses,230.868
5813,Austria,2021-06,Distribution losses,241.988
5814,Austria,2021-07,Distribution losses,261.722
5815,Austria,2021-08,Distribution losses,257.983
5816,Austria,2021-09,Distribution losses,257.73
5817,Austria,2021-10,Distribution losses,283.935
5818,Austria,2021-11,Distribution losses,295.067
5819,Austria,2021-12,Distribution losses,324.434
5820,Austria,2022-01,Distribution losses,321.277
5821,Austria,2022-02,Distribution losses,284.54
5822,Austria,2022-03,Distribution losses,296.513
5823,Austria,2022-04,Distribution losses,259.489
5824,Austria,2022-05,Distribution losses,252.348
5825,Bosnia and Herzegovina,2017-01,Distribution losses,0.0
5826,Bosnia and Herzegovina,2017-02,Distribution losses,0.0
5827,Bosnia and Herzegovina,2017-03,Distribution losses,0.0
5828,Bosnia and Herzegovina,2017-04,Distribution losses,0.0
5829,Bosnia and Herzegovina,2017-05,Distribution losses,0.0
5830,Bosnia and Herzegovina,2017-06,Distribution losses,0.0
5831,Bosnia and Herzegovina,2017-07,Distribution losses,0.0
5832,Bosnia and Herzegovina,2017-08,Distribution losses,0.0
5833,Bosnia and Herzegovina,2018-01,Distribution losses,0.0
5834,Bosnia and Herzegovina,2018-02,Distribution losses,0.0
5835,Bosnia and Herzegovina,2018-03,Distribution losses,0.0
5836,Bosnia and Herzegovina,2018-04,Distribution losses,0.0
5837,Bosnia and Herzegovina,2018-05,Distribution losses,0.0
5838,Bosnia and Herzegovina,2019-01,Distribution losses,35.15
5839,Bosnia and Herzegovina,2019-02,Distribution losses,25.529
5840,Bosnia and Herzegovina,2019-03,Distribution losses,30.043
5841,Bosnia and Herzegovina,2019-04,Distribution losses,24.549
5842,Bosnia and Herzegovina,2019-05,Distribution losses,24.263
5843,Bosnia and Herzegovina,2019-06,Distribution losses,22.569
5844,Bosnia and Herzegovina,2019-07,Distribution losses,23.818
5845,Bosnia and Herzegovina,2019-08,Distribution losses,25.167
5846,Bosnia and Herzegovina,2019-09,Distribution losses,21.794
5847,Bosnia and Herzegovina,2019-10,Distribution losses,25.033
5848,Bosnia and Herzegovina,2019-11,Distribution losses,27.193
5849,Bosnia and Herzegovina,2019-12,Distribution losses,33.389
5850,Bosnia and Herzegovina,2020-01,Distribution losses,33.22
5851,Bosnia and Herzegovina,2020-02,Distribution losses,26.999
5852,Bosnia and Herzegovina,2020-03,Distribution losses,26.189
5853,Bosnia and Herzegovina,2020-04,Distribution losses,20.476
5854,Bosnia and Herzegovina,2020-05,Distribution losses,21.245
5855,Bosnia and Herzegovina,2020-06,Distribution losses,21.43
5856,Bosnia and Herzegovina,2020-07,Distribution losses,26.891
5857,Bosnia and Herzegovina,2020-08,Distribution losses,24.974
5858,Bosnia and Herzegovina,2020-09,Distribution losses,25.082
5859,Bosnia and Herzegovina,2020-10,Distribution losses,26.213
5860,Bosnia and Herzegovina,2020-11,Distribution losses,28.968
5861,Bosnia and Herzegovina,2020-12,Distribution losses,35.468
5862,Bosnia and Herzegovina,2021-01,Distribution losses,40.379
5863,Bosnia and Herzegovina,2021-02,Distribution losses,35.463
5864,Bosnia and Herzegovina,2021-03,Distribution losses,31.786
5865,Bosnia and Herzegovina,2021-04,Distribution losses,27.828
5866,Bosnia and Herzegovina,2021-05,Distribution losses,24.735
5867,Bosnia and Herzegovina,2021-06,Distribution losses,23.443
5868,Bosnia and Herzegovina,2021-07,Distribution losses,26.395
5869,Bosnia and Herzegovina,2021-08,Distribution losses,25.878
5870,Bosnia and Herzegovina,2021-09,Distribution losses,26.291
5871,Bosnia and Herzegovina,2021-10,Distribution losses,29.206
5872,Bosnia and Herzegovina,2021-11,Distribution losses,34.363
5873,Bosnia and Herzegovina,2021-12,Distribution losses,42.988
5874,Bosnia and Herzegovina,2022-01,Distribution losses,32.684
5875,Bosnia and Herzegovina,2022-02,Distribution losses,26.012
5876,Bosnia and Herzegovina,2022-03,Distribution losses,30.698
5877,Bosnia and Herzegovina,2022-04,Distribution losses,27.214
5878,Bosnia and Herzegovina,2022-05,Distribution losses,23.593
5879,Belgium,2017-01,Distribution losses,369.219
5880,Belgium,2017-02,Distribution losses,319.984
5881,Belgium,2017-03,Distribution losses,332.044
5882,Belgium,2017-04,Distribution losses,305.899
5883,Belgium,2017-05,Distribution losses,303.291
5884,Belgium,2017-06,Distribution losses,298.451
5885,Belgium,2017-07,Distribution losses,290.773
5886,Belgium,2017-08,Distribution losses,296.624
5887,Belgium,2017-09,Distribution losses,299.68
5888,Belgium,2017-10,Distribution losses,323.012
5889,Belgium,2017-11,Distribution losses,333.611
5890,Belgium,2017-12,Distribution losses,351.167
5891,Belgium,2018-01,Distribution losses,352.214
5892,Belgium,2018-02,Distribution losses,333.09
5893,Belgium,2018-03,Distribution losses,351.32
5894,Belgium,2018-04,Distribution losses,303.808
5895,Belgium,2018-05,Distribution losses,306.75
5896,Belgium,2018-06,Distribution losses,300.095
5897,Belgium,2018-07,Distribution losses,304.209
5898,Belgium,2018-08,Distribution losses,301.125
5899,Belgium,2018-09,Distribution losses,295.106
5900,Belgium,2018-10,Distribution losses,319.691
5901,Belgium,2018-11,Distribution losses,327.685
5902,Belgium,2018-12,Distribution losses,339.219
5903,Belgium,2019-01,Distribution losses,358.682
5904,Belgium,2019-02,Distribution losses,315.729
5905,Belgium,2019-03,Distribution losses,330.143
5906,Belgium,2019-04,Distribution losses,301.708
5907,Belgium,2019-05,Distribution losses,302.835
5908,Belgium,2019-06,Distribution losses,289.469
5909,Belgium,2019-07,Distribution losses,290.801
5910,Belgium,2019-08,Distribution losses,294.675
5911,Belgium,2019-09,Distribution losses,299.734
5912,Belgium,2019-10,Distribution losses,322.24
5913,Belgium,2019-11,Distribution losses,332.754
5914,Belgium,2019-12,Distribution losses,339.87
5915,Belgium,2020-01,Distribution losses,354.542
5916,Belgium,2020-02,Distribution losses,330.203
5917,Belgium,2020-03,Distribution losses,321.352
5918,Belgium,2020-04,Distribution losses,273.204
5919,Belgium,2020-05,Distribution losses,286.605
5920,Belgium,2020-06,Distribution losses,288.763
5921,Belgium,2020-07,Distribution losses,289.799
5922,Belgium,2020-08,Distribution losses,300.426
5923,Belgium,2020-09,Distribution losses,298.542
5924,Belgium,2020-10,Distribution losses,317.973
5925,Belgium,2020-11,Distribution losses,316.812
5926,Belgium,2020-12,Distribution losses,341.099
5927,Belgium,2021-01,Distribution losses,361.321
5928,Belgium,2021-02,Distribution losses,319.424
5929,Belgium,2021-03,Distribution losses,333.33
5930,Belgium,2021-04,Distribution losses,316.34
5931,Belgium,2021-05,Distribution losses,309.645
5932,Belgium,2021-06,Distribution losses,301.872
5933,Belgium,2021-07,Distribution losses,298.1
5934,Belgium,2021-08,Distribution losses,300.23
5935,Belgium,2021-09,Distribution losses,303.463
5936,Belgium,2021-10,Distribution losses,323.462
5937,Belgium,2021-11,Distribution losses,330.825
5938,Belgium,2021-12,Distribution losses,346.894
5939,Belgium,2022-01,Distribution losses,352.12
5940,Belgium,2022-02,Distribution losses,313.828
5941,Belgium,2022-03,Distribution losses,317.47
5942,Belgium,2022-04,Distribution losses,302.913
5943,Belgium,2022-05,Distribution losses,302.246
5944,Bulgaria,2017-01,Distribution losses,532.309
5945,Bulgaria,2017-02,Distribution losses,354.567
5946,Bulgaria,2017-03,Distribution losses,306.45
5947,Bulgaria,2017-04,Distribution losses,242.258
5948,Bulgaria,2017-05,Distribution losses,203.997
5949,Bulgaria,2017-06,Distribution losses,258.229
5950,Bulgaria,2017-07,Distribution losses,222.444
5951,Bulgaria,2017-08,Distribution losses,224.33
5952,Bulgaria,2017-09,Distribution losses,198.515
5953,Bulgaria,2017-10,Distribution losses,251.88
5954,Bulgaria,2017-11,Distribution losses,301.354
5955,Bulgaria,2017-12,Distribution losses,287.032
5956,Bulgaria,2018-01,Distribution losses,393.908
5957,Bulgaria,2018-02,Distribution losses,323.95
5958,Bulgaria,2018-03,Distribution losses,315.125
5959,Bulgaria,2018-04,Distribution losses,205.103
5960,Bulgaria,2018-05,Distribution losses,188.119
5961,Bulgaria,2018-06,Distribution losses,196.207
5962,Bulgaria,2018-07,Distribution losses,211.336
5963,Bulgaria,2018-08,Distribution losses,211.67
5964,Bulgaria,2018-09,Distribution losses,186.226
5965,Bulgaria,2018-10,Distribution losses,232.05
5966,Bulgaria,2018-11,Distribution losses,280.774
5967,Bulgaria,2018-12,Distribution losses,357.415
5968,Bulgaria,2019-01,Distribution losses,385.326
5969,Bulgaria,2019-02,Distribution losses,293.837
